,Name,Product Description,Product Price,Product Return,Product Delivery,Product Avail,Product URL
0,Washburn,"Washburn 6 String Acoustic Guitar, Right (DFED)","17,490",-,"Tuesday, 20 February",1,/sspa/click?ie=UTF8&spc=MToxNzQ0MzI5NTIwODkwMDQ2OjE3MDgxMjMxMDY6c3BfYXRmOjMwMDExMTA0NzAzOTYzMjo6MDo6&url=%2FWashburn-String-Acoustic-Guitar-DFED%2Fdp%2FB001L8IIPO%2Fref%3Dsr_1_1%3Fkeywords%3DGUITAR%26qid%3D1708123106%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
1,Kadence,"Kadence rosewood Guitar Frontier Series, Electric Acoustic Black Guitar With EQ, Die Cast Keys, Set Of Strings, Strap, Picks And Bag (Black EQ, Electric Acoustic)","5,499",-,"Tuesday, 20 February","1,164",/sspa/click?ie=UTF8&spc=MToxNzQ0MzI5NTIwODkwMDQ2OjE3MDgxMjMxMDY6c3BfYXRmOjMwMDAxNTUzNzk3OTIzMjo6MDo6&url=%2FKadence-Frontier-Acoustic-Guitar-Strings%2Fdp%2FB078GTJP5Y%2Fref%3Dsr_1_2%3Fkeywords%3DGUITAR%26qid%3D1708123106%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
2,Kadence,"Kadence Frontier guitar with Online Guitar learning course , Wine Red Acoustic Guitar with Die Cast Keys, Set of Strings, Strap, Picks and Bag (Wine Red, Acoustic)","4,499",-,"Tuesday, 20 February","3,101",/sspa/click?ie=UTF8&spc=MToxNzQ0MzI5NTIwODkwMDQ2OjE3MDgxMjMxMDY6c3BfYXRmOjMwMDAxNTUwODk1NDEzMjo6MDo6&url=%2FKadence-Frontier-Acoustic-Guitar-Strings%2Fdp%2FB01GDZ46AA%2Fref%3Dsr_1_3%3Fkeywords%3DGUITAR%26qid%3D1708123106%26sr%3D8-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
3,Kadence,"Kadence Slowhand Premium Jumbo Semi Acoustic Guitar with Heavy Padded Bag, guitar cable, Pro Capo (Black Spruce Wood)","9,999",-,"Tuesday, 20 February",653,/sspa/click?ie=UTF8&spc=MToxNzQ0MzI5NTIwODkwMDQ2OjE3MDgxMjMxMDY6c3BfYXRmOjIwMDU3MTkzMDU2MjA0OjowOjo&url=%2FKadence-Slowhand-Premium-Acoustic-Instrument%2Fdp%2FB077SZ667X%2Fref%3Dsr_1_4%3Fkeywords%3DGUITAR%26qid%3D1708123106%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
4,Intern,"Intern INT-38C Right hand Acoustic Guitar Kit, With Bag, Strings, Pick And Strap, Black, small","1,999",-,"Tuesday, 20 February","14,217",/gp/bestsellers/musical-instruments/4654375031/ref=sr_bs_4_4654375031_1
5,Juârez,"Juârez Acoustic Guitar, 38 Inch Cutaway, 038C with Bag, Strings, Pick and Strap, Black","2,199",-,"Tuesday, 20 February","21,449",/Juarez-Acoustic-Cutaway-038C-Strings/dp/B017NPCSLI/ref=sr_1_6?keywords=GUITAR&qid=1708123106&sr=8-6
6,Yamaha,"Yamaha F280 Acoustic Rosewood Guitar (Natural, Beige)","7,400",-,"Saturday, 24 February","2,877",/gp/bestsellers/musical-instruments/4654376031/ref=sr_bs_6_4654376031_1
7,Intern,"Intern INT-38C-SB Linden Wood Cutaway Right Handed Acoustic Guitar Kit, With Bag, Strings, Pick And Strap (Sunburst, 6 Strings)","2,099",-,"Tuesday, 20 February","14,217",/gp/bestsellers/musical-instruments/4654375031/ref=sr_bs_7_4654375031_1
8,Yamaha,Yamaha FS80C 25 Incheses sprucewood The Ultimate Concert Body Cutaway Acoustic Guitar (Black) With Bajaao Gig-Bag,"8,830",-,"Tuesday, 20 February",54,/Ultimate-Concert-Cutaway-Acoustic-Bajaao/dp/B08WHWKKV5/ref=ice_ac_b_dpb?keywords=GUITAR&qid=1708123106&sr=8-9
9,Juarez,"Juarez Lindenwood Acoustic Guitar Kit, 38 Inches Cutaway, 38C With Bag, Strings, Pick And Strap, TBS Transparent (Blue Sunburst)","1,999",-,"Tuesday, 20 February","6,307",/JUAREZ-JRZ38C-Acoustic-Sunburst-Strings/dp/B01FYYTDS6/ref=sr_1_10?keywords=GUITAR&qid=1708123106&sr=8-10
10,YAMAHA,YAMAHA FS80C BLACK CONCERT CUTAWAY GUITAR,"8,200",-,"Wednesday, 21 February",60,/YAMAHA-FS80C-CONCERT-CUTAWAY-GUITAR/dp/B08WBBVMVJ/ref=sr_1_11?keywords=GUITAR&qid=1708123106&sr=8-11
11,Yamaha,"Yamaha FS100C Acoustic Guitar, Black","9,659",-,"Sunday, 25 February",431,/Yamaha-FS-100C-6-String-Acoustic-without/dp/B00PAS9CK6/ref=sr_1_12?keywords=GUITAR&qid=1708123106&sr=8-12
12,Intern,Intern INT-38C Acoustic Guitar Kit (Purple),"2,349",-,"Tuesday, 20 February","14,217",/gp/bestsellers/musical-instruments/4654375031/ref=sr_bs_12_4654375031_1
13,Intern,Intern 38C Ebony Wood Cutaway Design Acoustic Guitar with Picks And Carry Bag (Black),"2,099",-,"Tuesday, 20 February","2,663",/Intern-38-inch-Cutaway-Design-Acoustic/dp/B07X4PN85R/ref=sr_1_14?keywords=GUITAR&qid=1708123106&sr=8-14
14,Henrix,"Henrix 38C 38 Inch Cutaway Acoustic Guitar With Dual Action Truss Rod, Gigbag, Picks, String Set, String Winder, Strap, Polishing Cloth & Ebook - Black","3,099",-,"Tuesday, 20 February","2,168",/Henrix-Acoustic-Guitar-Die-cast-Dual-action/dp/B07VNDW6QF/ref=sr_1_15?keywords=GUITAR&qid=1708123106&sr=8-15
15,Intern,Intern INT-38C Acoustic Guitar Kit (Blue),"2,299",-,"Tuesday, 20 February","14,217",/gp/bestsellers/musical-instruments/4654375031/ref=sr_bs_15_4654375031_1
16,Kadence,"Kadence Frontier guitar with Online Guitar learning course , Wine Red Acoustic Guitar with Die Cast Keys, Set of Strings, Strap, Picks and Bag (Wine Red, Acoustic)","4,499",-,"Tuesday, 20 February","3,101",/Kadence-Frontier-Acoustic-Guitar-Strings/dp/B01GDZ46AA/ref=sr_1_17?keywords=GUITAR&qid=1708123106&sr=8-17
17,Juarez,"Juarez Lindenwood Acoustic Guitar Kit, 38 Inches Cutaway, 38C With Bag, Strings, Pick And Strap, 3TS Sunburst","1,999",-,"Tuesday, 20 February","5,922",/JUAREZ-JRZ38C-Acoustic-Sunburst-Strings/dp/B01FYYTDTU/ref=sr_1_18?keywords=GUITAR&qid=1708123106&sr=8-18
18,Juarez,"Juarez JRZ-ST01 38 Inches Wood 6-String Electric Guitar, Right Handed, Full Black, With Case/Bag And Picks (Black)","6,296",-,"Tuesday, 20 February",331,/Juarez-JRZ-ST01-6-String-Electric-Without/dp/B01FYZSOGM/ref=sr_1_19?keywords=GUITAR&qid=1708123106&sr=8-19
19,Intern,Intern INT-38C Acoustic Guitar Kit (Red),"2,049",-,"Tuesday, 20 February","14,217",/gp/bestsellers/musical-instruments/4654375031/ref=sr_bs_19_4654375031_1
20,MOCKING,MOCKING BIRD 38 Inch Acoustic Guitar for Beginners Musical Instruments For Adults premium kit wood curved cutaway design Guitar Accessories with string & 5 picks & bag for beige (Sunburst Matte),"3,249",-,"Tuesday, 20 February",1,/sspa/click?ie=UTF8&spc=MToxNzQ0MzI5NTIwODkwMDQ2OjE3MDgxMjMxMDY6c3BfbXRmOjMwMDExODczMTI4ODMzMjo6MDo6&url=%2FMOCKING-BIRD-Beginners-Instruments-Accessories%2Fdp%2FB0CNGJP58D%2Fref%3Dsr_1_21%3Fkeywords%3DGUITAR%26qid%3D1708123106%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
21,PERLMAN,"PERLMAN Paper Guitar Fretboard, Fingerboard Self-Adhesive Stickers, Decals Tool For Learner Or Beginner",229,-,"Tuesday, 20 February",22,/sspa/click?ie=UTF8&spc=MToxNzQ0MzI5NTIwODkwMDQ2OjE3MDgxMjMxMDY6c3BfbXRmOjMwMDEwNTMwMzczMTEzMjo6MDo6&url=%2FPerlman-Fretboard-Fingerboard-Stickers-Beginner%2Fdp%2FB096ZDSWJ4%2Fref%3Dsr_1_22%3Fkeywords%3DGUITAR%26qid%3D1708123106%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
22,Henrix,"Henrix 38C 38 Inch Cutaway Acoustic Guitar With Dual Action Truss Rod, Gigbag, Picks, String Set, String Winder, Strap, Polishing Cloth & Ebook - Black","3,099",-,"Tuesday, 20 February","2,168",/sspa/click?ie=UTF8&spc=MToxNzQ0MzI5NTIwODkwMDQ2OjE3MDgxMjMxMDY6c3BfbXRmOjIwMDg4NDY1ODE5NDA0OjowOjo&url=%2FHenrix-Acoustic-Guitar-Die-cast-Dual-action%2Fdp%2FB07VNDW6QF%2Fref%3Dsr_1_23%3Fkeywords%3DGUITAR%26qid%3D1708123106%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
23,BLUEBERRY,"BLUEBERRY R-40, Sapele Wood Acoustic Guitar Kit with Inbuilt Truss Rod, Bag, Strap, One Pack Strings And Picks - 40 Inch (Classic Brown)","4,795",-,"Wednesday, 21 February",39,/sspa/click?ie=UTF8&spc=MToxNzQ0MzI5NTIwODkwMDQ2OjE3MDgxMjMxMDY6c3BfbXRmOjIwMTAzNTI4NjU2Nzk4OjowOjo&url=%2FBlueberry-Acoustic-Inbuilt-Strings-Classic%2Fdp%2FB09VLF7G2D%2Fref%3Dsr_1_24%3Fkeywords%3DGUITAR%26qid%3D1708123106%26sr%3D8-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
24,Intern,Intern Int-38c Linden Wood Acoustic Guitar Kit with Carry Bag and Picks (Brown),"1,899",-,"Tuesday, 20 February","2,663",/Intern-INT-38C-Brown-Acoustic-Guitar/dp/B07X2HV158/ref=sr_1_25?keywords=GUITAR&qid=1708123106&sr=8-25
25,JUAREZ,"JUAREZ JRZ38C 38 Inches Lindenwood Right Handed Acoustic Guitar With Bag, Strings, Pick And Strap (Natural, Brown, 6 Strings)","2,649",-,"Tuesday, 20 February","5,651",/JUAREZ-JRZ38C-Acoustic-Natural-Strings/dp/B01FYYTDWC/ref=sr_1_26?keywords=GUITAR&qid=1708123106&sr=8-26
26,Juârez,"Juârez JRZ38C/WH 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, White with Bag, Strings, Picks and Strap","2,649",-,"Tuesday, 20 February","5,651",/Ju%C3%A2rez-JRZ38C-WH-Strings-Acoustic/dp/B072MFK4L6/ref=sr_1_27?keywords=GUITAR&qid=1708123106&sr=8-27
27,Intern,"Intern INT-38C-NT-G 38 Incheses lindenwood Right HAnded Acoustic Guitar Kit With Bag, Strings, Pick And Strap (Natural, 6-Strings)","2,099",-,"Tuesday, 20 February","1,772",/Intern-INT-38C-NT-G-Guitar-Kit-Natural/dp/B07K9MZZH9/ref=sr_1_28?keywords=GUITAR&qid=1708123106&sr=8-28
28,Kadence,"Kadence rosewood Guitar Frontier Series, Electric Acoustic Black Guitar With EQ, Die Cast Keys, Set Of Strings, Strap, Picks And Bag (Black EQ, Electric Acoustic)","5,499",-,"Tuesday, 20 February","1,164",/Kadence-Frontier-Acoustic-Guitar-Strings/dp/B078GTJP5Y/ref=sr_1_29?keywords=GUITAR&qid=1708123106&sr=8-29
29,Medellin,"Medellin 38” Acoustic Guitar with (free learning course), Matt finish, Picks (Black)","1,999",-,"Tuesday, 20 February",166,/Medellin-Acoustic-Guitar-learning-course/dp/B0CGRX6ZMF/ref=sr_1_30?keywords=GUITAR&qid=1708123106&sr=8-30
30,Kadence,"Kadence Astro Man Electric Guitar, 21 FRETS, H- S - S PICK UPS Walnut Top with Alder wood Back and Sides With Picks, Cable, Strap, Bag, Strings and Amplifier","9,999",-,"Saturday, 24 February",129,/gp/bestsellers/musical-instruments/4654378031/ref=sr_bs_30_4654378031_1
31,Intern,"Intern INT-38C-VT-G 38 Incheses Cutaway Right HAnded lindenwood Acoustic Guitar Kit, With Bag, Strings, Pick And Strap (Violet, 6-Strings)","2,299",-,"Tuesday, 20 February","1,772",/Intern-INT-38C-VT-G-Guitar-Kit-Violet/dp/B07K8YJXKL/ref=sr_1_32?keywords=GUITAR&qid=1708123106&sr=8-32
32,Revel,Revel 38 Inches Cutaway Design Acoustic Guitar with Carry bag and Plectrums. Great tone and Beginner/Learners standard size configuration for all age groups (Black),"1,879",-,"Tuesday, 20 February",102,/Acoustic-Plectrums-Beginner-Learners-configuration/dp/B0B4SSB8BJ/ref=sr_1_33?keywords=GUITAR&qid=1708123106&sr=8-33
33,Juarez,"Juarez JRZ38C/3TSNA Acoustic Guitar, 38 Inch Cutaway, 3TS Sunburst","1,869",-,"Tuesday, 20 February",3,/JUAREZ-JRZ38C-3TSNA/dp/B0BCQQRDF3/ref=sr_1_34?keywords=GUITAR&qid=1708123106&sr=8-34
34,Portible,Portible Musical Guitar Soprano Ukulele Bundle 4-String Acoustic Guitar Learning Kids Toy Mahogany Brown 18,819,-,"Wednesday, 21 February",M.R.P:,/Portible-4-String-Acoustic-Learning-Mahogany/dp/B094ZV7T1S/ref=sr_1_35?keywords=GUITAR&qid=1708123106&sr=8-35
35,Juarez,"Juarez Acoustic Guitar, 38 Inch Cutaway, JRZ38C/BKNA Black","1,869",-,"Tuesday, 20 February",2,/JUAREZ-JRZ38C-BKNA/dp/B0BCQNVPRB/ref=sr_1_36?keywords=GUITAR&qid=1708123106&sr=8-36
36,Juarez,"Juarez Acoustic Guitar, 38 Inch Cutaway JRZ38C/PP - Retro Hippie Funky Design, Complete Set with Bag, Picks, Strap & Extra Strings, Purple Doodle","3,350",-,"Tuesday, 20 February",7,/JUAREZ-JRZ38C-PP/dp/B0BCQNLXVM/ref=sr_1_37?keywords=GUITAR&qid=1708123106&sr=8-37
37,Juarez,"Juarez Acoustic Guitar, 38 Inch Cutaway, JRZ38C/TBLSNA TRANSPARENT BLUE SUNBURST","1,869",-,"Tuesday, 20 February",9,/JUAREZ-JRZ38C-TBLSNA/dp/B0BCQKQ6CS/ref=sr_1_38?keywords=GUITAR&qid=1708123106&sr=8-38
38,Yamaha,"Yamaha FS80C Acoustic Guitar Cutaway Concert Body With Mexa Sponge Bag, Guitar Belt, Guitar Stand, String Set & Plectrums.(NT)","9,299",-,"Tuesday, 20 February",21,/FS80C-Acoustic-Cutaway-Concert-Plectrums/dp/B08XVV1WH7/ref=sr_1_39?keywords=GUITAR&qid=1708123106&sr=8-39
39,BLUEBERRY,"BLUEBERRY B-38C, Acoustic Guitar Kit with Bag, Strap, One Pack Strings And 2 Picks - 38 Inch (Black)","2,490",-,"Wednesday, 21 February",110,/Blueberry-38C-Acoustic-Guitar-Strings/dp/B08KLMV4XX/ref=sr_1_40?keywords=GUITAR&qid=1708123106&sr=8-40
40,Medellin,"Medellin Acoustic Guitar (with guitar learning course) Neon Pink (Combo, Strings,Bag,Picks and guitar course)","2,499",-,"Tuesday, 20 February",6,/Medellin-Acoustic-Guitar-learning-Strings/dp/B0CCNSN9BV/ref=sr_1_41?keywords=GUITAR&qid=1708123106&sr=8-41
41,Kadence,"Kadence Slowhand Premium Jumbo Semi Acoustic Guitar with Heavy Padded Bag, guitar cable, Pro Capo (Black Spruce Wood)","9,999",-,"Tuesday, 20 February",653,/Kadence-Slowhand-Premium-Acoustic-Instrument/dp/B077SZ667X/ref=sr_1_42?keywords=GUITAR&qid=1708123106&sr=8-42
42,Intern,Intern INT-38C Acoustic Guitar Kit (Natural),"2,199",-,"Tuesday, 20 February","14,217",/Intern-INT-38C-Acoustic-Guitar-Natural/dp/B073B4D22T/ref=sr_1_43?keywords=GUITAR&qid=1708123106&sr=8-43
43,Yamaha,Yamaha 22.8 Inches Merantiwood Classical Guitar C40//02 (Brown),"7,800",-,"Saturday, 24 February","2,984",/Yamaha-Classical-Guitar-C40-02/dp/B003UGCUFE/ref=sr_1_44?keywords=GUITAR&qid=1708123106&sr=8-44
44,Juârez,"Juârez Acoustic Guitar, 38 Inch Cutaway, JRZ38C with Bag, Strings, Pick and Strap, Red","2,609",-,"Tuesday, 20 February","1,429",/JUAREZ-JRZ38C-Handed-Acoustic-Strings/dp/B01FYYTDW2/ref=sr_1_45?keywords=GUITAR&qid=1708123106&sr=8-45
45,Vault,"Vault EA20 Guitar Kit with Learn to Play Ebook, Bag, Strings, Straps, Picks, String winder & Polishing Cloth - 40 inch Cutaway Acoustic Guitar - Natural","4,654",-,"Tuesday, 20 February",498,/Strings-Straps-String-winder-Polishing/dp/B07RV9FJ2Z/ref=sr_1_46?keywords=GUITAR&qid=1708123106&sr=8-46
46,Fender,Fender Dreadnought Acoustic Guitar FA-125 Black Right-Handed 971210706,"13,984",-,"Thursday, 22 February",6,/Fender-FA-125-Dreadnought-Acoustic-Guitar/dp/B07J4X9B7R/ref=sr_1_47?keywords=GUITAR&qid=1708123106&sr=8-47
47,Intern,"Intern INT-38C-BK-G Cutaway Right Handed Acoustic Guitar Kit, with Bag, Nickel Strings, Pick And Strap (Black) -6 Strings","1,999",-,"Tuesday, 20 February","1,772",/Intern-INT-38C-BK-G-Guitar-Kit-Black/dp/B07K9497RC/ref=sr_1_48?keywords=GUITAR&qid=1708123106&sr=8-48
48,Kadence,"Kadence A281 Professional Acoustic Rosewood guitar (Natural, Beige)","6,499",-,"Tuesday, 20 February",1,/Kadence-Professional-Acoustic-Rosewood-Natural/dp/B0CC927DLN/ref=sr_1_49?keywords=GUITAR&qid=1708123106&sr=8-49
49,Intern,Intern INT-38C Natural Linden Wood Acoustic Guitar Kit with Carry Bag & Picks,"2,049",-,"Tuesday, 20 February","2,663",/Intern-INT-38C-Natural-Acoustic-Guitar/dp/B07X4LPJ6H/ref=sr_1_50?keywords=GUITAR&qid=1708123106&sr=8-50
50,Yamaha,"Yamaha F280 Acoustic wood Guitar, Tobacco own Sunburst With Bajaao Gig bag","8,690",-,"Tuesday, 20 February",223,/Yamaha-Acoustic-Tobacco-Sunburst-Bajaao/dp/B09PBDGD82/ref=sr_1_51?keywords=GUITAR&qid=1708123106&sr=8-51
51,Yamaha,"Yamaha F280 Acoustic Guitar, Tobacco Brown Sunburst","7,829",-,"Saturday, 24 February",306,/Yamaha-Acoustic-Guitar-Tobacco-Sunburst/dp/B08VXR74Q2/ref=sr_1_52?keywords=GUITAR&qid=1708123106&sr=8-52
52,Intern,Intern Int-38c Sunburst Linden Wood Acoustic Guitar Kit with Carry Bag and Picks,-,-,-,"2,663",/Intern-INT-38C-Sunburst-Acoustic-Guitar/dp/B07X1J4D3Z/ref=sr_1_53?keywords=GUITAR&qid=1708123106&sr=8-53
53,Juarez,"Juarez Acoustic Guitar, [ LEFT HANDED] 38 Inch Cutaway, 38CL/BK with Bag, Strings, Pick and Strap, Black","2,649",-,"Tuesday, 20 February",794,/Juarez-Acoustic-Cutaway-BK-Strings/dp/B076T3RHMG/ref=sr_1_54?keywords=GUITAR&qid=1708123106&sr=8-54
54,JUAREZ,"JUAREZ Arpeggio Guitar JRA41SP-RD-K, red","6,739",-,"Tuesday, 20 February",8,/JUAREZ-Arpeggio-Guitar-JRA41SP-RD-K-red/dp/B08MW8CWG8/ref=sr_1_55?keywords=GUITAR&qid=1708123106&sr=8-55
55,Intern,"Intern INT-38C-SB-G Linden Wood Cutaway Right Handed Acoustic Guitar Kit, With Bag, Strings, Pick And Strap (Sunburst, 6 Strings)","2,099",-,"Tuesday, 20 February","1,772",/Intern-INT-38C-SB-G-Guitar-Kit-Sunburst/dp/B07K8WLPLH/ref=sr_1_56?keywords=GUITAR&qid=1708123106&sr=8-56
56,Right,Right Search ®Musical Guitar and Drum Combo Set_GD2,"1,099",-,"Tuesday, 20 February",M.R.P:,/sspa/click?ie=UTF8&spc=MToxNzQ0MzI5NTIwODkwMDQ2OjE3MDgxMjMxMDY6c3BfYnRmOjMwMDA5ODA0OTA5MjAzMjo6MDo6&url=%2FRight-Search-%25C2%25AEMusical-Guitar-Set_GD2%2Fdp%2FB09PYFV844%2Fref%3Dsr_1_57%3Fkeywords%3DGUITAR%26qid%3D1708123106%26sr%3D8-57-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
57,Right,Right Search ® Musical Guitar Toy_g2,299,-,"Tuesday, 20 February",M.R.P:,/sspa/click?ie=UTF8&spc=MToxNzQ0MzI5NTIwODkwMDQ2OjE3MDgxMjMxMDY6c3BfYnRmOjMwMDA5ODA0OTA5MTEzMjo6MDo6&url=%2FRight-Search-Musical-Guitar-Toy_g2%2Fdp%2FB09Z9DP9NR%2Fref%3Dsr_1_58%3Fkeywords%3DGUITAR%26qid%3D1708123106%26sr%3D8-58-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
58,Guitar,"Guitar Tailpiece, Guitars Bridge Tailpiece Alloy for Replacement (Gold)","1,399.",-,"Monday, 19 February",M.R.P:,/sspa/click?ie=UTF8&spc=MToxNzQ0MzI5NTIwODkwMDQ2OjE3MDgxMjMxMDY6c3BfYnRmOjMwMDEzMjcxNDU5OTgzMjo6MDo6&url=%2FGuitar-Tailpiece-Guitars-Bridge-Replacement%2Fdp%2FB0BWYSZW1Y%2Fref%3Dsr_1_59%3Fkeywords%3DGUITAR%26qid%3D1708123106%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
